"Index","AvgRating","GameName","GameRank","GeekRating","ListPrice","NumVoters","RankCategory"
869,6.78,"Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill",1738,6.133,29.99,1527,2
870,6.83,"Outpost",1741,6.131,59.95,1115,2
871,6.82,"The Lord of the Rings: The Fellowship of the Ring Deck-Building Game",1742,6.13,39.99,1263,2
872,7.09,"Tao Long: The Way of the Dragon",1746,6.129,25,891,2
873,6.3,"Loot",1748,6.128,9.99,5438,2
874,6.85,"Big Boggle",1749,6.128,24.95,1181,2
875,7.9,"1754: Conquest – The French and Indian War",1751,6.127,60.15,465,2
876,7.04,"Nightfall: Martial Law",1757,6.124,39.99,837,2
877,7.07,"Super Dungeon Explore: Forgotten King",1760,6.123,99.99,995,2
878,6.49,"Joking Hazard",1762,6.122,25,3000,2
879,7.52,"Cruel Necessity",1764,6.122,42.99,598,2
880,6.68,"Axis & Allies: Pacific",1765,6.122,44.99,1851,2
881,6.61,"10 Days in Europe",1767,6.122,27.99,1713,2
882,7.11,"Planetarium",1770,6.12,40,833,2
883,6.89,"Escape: Zombie City",1774,6.119,49.99,1034,2
884,6.86,"City of Remnants",1775,6.118,64.99,1100,2
885,8.05,"Comanchería: The Rise and Fall of the Comanche Empire",1776,6.118,60,421,2
886,7.83,"The Great War",1778,6.116,90,487,2
887,6.83,"Illusion",1780,6.116,14.95,1070,2
888,6.56,"10 Days in Africa",1782,6.115,27.99,1841,2
889,6.7,"Völuspá",1783,6.115,34.95,1352,2
890,6.47,"Tannhäuser",1789,6.114,69.95,2950,2
891,6.54,"Entdecker: Exploring New Horizons",1791,6.112,49,1873,2
892,7.28,"Pixie Queen",1792,6.112,59.95,725,2
893,6.77,"Karmaka",1793,6.112,30,1423,2
894,6.72,"My First Stone Age",1796,6.11,39.99,1328,2
895,6.39,"Flip City",1797,6.11,19.95,3067,2
896,6.62,"Maori",1799,6.11,34.95,1448,2
897,6.66,"Colony",1802,6.109,59.95,1446,2
898,6.72,"Tesla vs. Edison: War of Currents",1806,6.106,56.94,1268,2
899,6.69,"Pagoda",1807,6.105,25.47,1273,2
900,6.61,"Dutch Blitz",1808,6.105,11.99,1876,2
901,6.47,"Cloud 9",1810,6.104,24.99,2156,2
902,7.41,"Dungeon Command: Tyranny of Goblins",1811,6.103,39.99,630,2
903,6.5,"Unusual Suspects",1812,6.103,29.99,1911,2
904,6.55,"Iliad",1813,6.103,21.99,1795,2
905,6.54,"Ivanhoe",1814,6.102,25,1739,2
906,6.75,"Africana",1818,6.102,44.99,1174,2
907,6.5,"Carcassonne: The Discovery",1821,6.101,24.99,2061,2
908,6.68,"Dark Souls: The Board Game",1825,6.1,159.99,2446,2
909,6.39,"Airships",1828,6.1,39.99,2550,2
910,7.26,"Seikatsu",1830,6.1,39.99,660,2
911,6.38,"Star Fluxx",1833,6.098,15.99,4368,2
912,6.22,"Zombie Dice",1834,6.098,13.99,14339,2
913,7.32,"The Thing: Infection at Outpost 31",1836,6.096,59.99,765,2
914,6.62,"Galactic Emperor",1840,6.096,54.95,1375,2
915,6.61,"Rheinländer",1841,6.096,49.99,1467,2
916,6.59,"Cardline: Animals",1847,6.093,14.99,1549,2
917,6.47,"SeaFall",1850,6.093,79.99,2471,2
918,6.48,"New World: A Carcassonne Game",1851,6.093,29.95,2048,2
919,6.4,"Pentago",1854,6.092,19.99,2718,2
920,7.06,"Steam Works",1856,6.092,59.99,771,2
921,7.58,"Defenders of the Last Stand",1859,6.09,116.99,512,2
922,6.53,"Gheos",1860,6.089,27.99,1681,2
923,6.48,"Saint Malo",1864,6.088,35.99,1823,2
924,6.56,"The Cave",1865,6.088,49,1611,2
925,6.46,"Trias",1866,6.087,22.99,1934,2
926,7.7,"Talon",1870,6.086,53.1,500,2
927,6.52,"Axis & Allies: Europe",1874,6.085,44.99,2363,2
928,7.2,"One Night Ultimate Alien",1875,6.085,36.6,685,2
929,6.61,"Patrician",1876,6.085,35,1397,2
930,7.23,"Tournament at Camelot",1878,6.084,24.99,713,2
931,7.06,"Tales of the Arabian Nights",1879,6.084,59.99,777,2
932,7.32,"Solenia",1880,6.084,44.99,658,2
933,6.4,"Portobello Market",1882,6.083,39.99,2349,2
934,6.44,"Queen's Necklace",1883,6.083,29.99,2223,2
935,6.9,"Vault Wars",1887,6.083,21.39,946,2
936,6.51,"Atlantis",1890,6.082,34.99,1710,2
937,6.63,"Roll For It! Deluxe Edition",1892,6.081,37.99,1543,2
938,6.84,"Codenames: Disney Family Edition",1893,6.081,24.95,985,2
939,6.83,"The Builders: Antiquity",1898,6.079,17.99,975,2
940,6.27,"Monopoly Deal Card Game",1902,6.079,7.99,7031,2
941,7.41,"Coldwater Crown",1905,6.077,48,559,2
942,7.53,"Marvel Dice Masters: The Amazing Spider-Man",1916,6.073,15.99,513,2
943,7.02,"Ticket to Ride: First Journey (U.S.)",1917,6.072,34.99,840,2
944,7.29,"Piepmatz",1925,6.07,14.99,586,2
945,6.56,"The Dwarf King",1926,6.07,19.99,1516,2
946,6.58,"1st & Goal",1927,6.07,29.99,1430,2
947,7.61,"Call to Adventure",1930,6.069,39.95,603,2
948,6.68,"Garden Dice",1934,6.068,39.99,1171,2
949,6.96,"Thunderstone: Starter Set",1937,6.068,29.99,823,2
950,6.62,"Escape the Room: Mystery at the Stargazer's Manor",1941,6.067,21.99,1282,2
951,6.9,"The Road to Canterbury",1942,6.066,59.99,860,2
952,6.8,"Ultimate Warriorz",1944,6.065,39.99,986,2
953,7.35,"Factory Funner",1945,6.065,49.99,544,2
954,6.46,"BraveRats",1946,6.065,10.99,1806,2
955,6.46,"10 Days in the USA",1947,6.065,27.99,1851,2
956,6.54,"Mesopotamia",1948,6.065,29.99,1517,2
957,7.05,"Bohnanza: The Duel",1949,6.064,19.95,725,2
958,6.88,"Linq",1950,6.064,19.99,858,2
959,6.6,"Monza",1955,6.062,21.99,1369,2
960,6.42,"Dancing Eggs",1956,6.062,20.99,2028,2
961,7.68,"Ascension: Dreamscape",1957,6.061,39.99,467,2
962,6.51,"Bazaar",1961,6.06,39.99,1581,2
963,6.37,"Intrigue",1962,6.06,20,2376,2
964,7.38,"Tiny Epic Defenders (Second Edition)",1963,6.059,29.99,581,2
965,6.76,"The Blood of an Englishman",1964,6.059,15,1036,2
966,6.95,"Battleground",1968,6.059,14.95,895,2
967,7.68,"Four Against Darkness",1974,6.056,12.99,614,2
968,7.23,"Baltimore & Ohio",1976,6.056,49.99,572,2
969,6.36,"Rory's Story Cubes",1978,6.056,9.99,2655,2
970,6.61,"Okiya",1980,6.056,13.99,1305,2
971,6.65,"Blood Bound",1985,6.054,19.99,1288,2
972,6.88,"SteamRollers",1987,6.053,49.95,825,2
973,6.44,"Sleeping Queens",1988,6.052,9.99,2324,2
974,6.47,"Industria",1990,6.052,34.95,1720,2
975,6.71,"Cable Car",1991,6.052,54.99,1062,2
976,6.98,"Bios: Megafauna",1993,6.051,71.99,750,2
977,6.99,"Triassic Terror",1994,6.051,74.99,741,2
978,6.58,"The Pillars of the Earth: Builders Duel",1995,6.051,25,1328,2
979,7.41,"Element",1996,6.051,34.99,576,2
980,8.22,"Warhammer Underworlds: Nightvault",1997,6.05,51,349,2
981,6.53,"Kings & Things",1998,6.05,69.99,1567,2
982,6.39,"Rook",2101,6.024,9.99,2260,2
983,6.56,"Darjeeling",2102,6.024,49.99,1277,2
984,6.52,"Eminent Domain: Microcosm",2103,6.024,9.99,1319,2
985,6.45,"Gambit Royale",2106,6.023,24.99,1698,2
986,6.64,"Praetor",2108,6.023,59.99,1146,2
987,6.39,"Bezzerwizzer",2110,6.022,29.99,2141,2
988,6.35,"Tiny Epic Defenders",2111,6.022,30,2192,2
989,6.81,"Pinochle",2112,6.022,7.99,864,2
990,6.6,"Battleship Galaxies",2114,6.021,64.99,1179,2
991,6.38,"Magic: The Gathering – Arena of the Planeswalkers",2118,6.02,39.99,2432,2
992,6.36,"Nefarious",2119,6.02,29.99,2119,2
993,6.43,"Rum & Pirates",2120,6.02,39.99,1680,2
994,7.09,"Campy Creatures",2122,6.02,24.99,669,2
995,8.34,"A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set",2125,6.019,149.99,397,2
996,6.21,"Chrononauts",2129,6.018,20,5021,2
997,6.76,"Choose Your Own Adventure: House of Danger",2132,6.018,24.99,1013,2
998,6.41,"Deadwood",2133,6.018,34.95,1729,2
999,6.8,"Medici: The Card Game",2134,6.018,21.99,817,2
1000,7.25,"DC Comics Deck-Building Game: Teen Titans",2135,6.016,39.99,600,2
1001,6.77,"The Settlers of Canaan",2142,6.015,34.99,1246,2
1002,7.98,"Legends of Andor: The Last Hope",2143,6.014,59.95,352,2
1003,6.75,"Harvest Dice",2145,6.014,14.99,891,2
1004,6.61,"Colonia",2148,6.013,38.76,1112,2
1005,6.55,"Resident Evil Deck Building Game",2153,6.013,29.99,1650,2
1006,8.24,"Conflict of Heroes: Guadalcanal – The Pacific 1942",2154,6.013,80,320,2
1007,6.77,"Portal of Heroes",2156,6.012,18,877,2
1008,6.39,"Pairs",2157,6.012,9.99,1786,2
1009,6.83,"Dominare",2163,6.011,59.99,802,2
1010,7.29,"Harvest",2164,6.01,31.98,532,2
1011,6.93,"Tokyo Highway",2165,6.01,49.99,716,2
1012,6.42,"Terra Nova",2168,6.009,29.99,1572,2
1013,6.66,"Sunrise City",2170,6.008,50,982,2
1014,8.03,"Phantom Leader Deluxe",2171,6.008,89.99,346,2
1015,7.07,"Pioneers",2172,6.008,29.99,607,2
1016,6.5,"Star Trek: Expeditions",2173,6.007,49.99,1414,2
1017,6.77,"Neuroshima: Convoy",2175,6.007,20,881,2
1018,7.01,"Axis & Allies Naval Miniatures: War at Sea",2186,6.004,24.99,713,2
1019,6.15,"Dungeon Roll",2188,6.003,19.99,6792,2
1020,6.73,"Railways of the World: The Card Game",2192,6.003,37.99,863,2
1021,7.09,"Anomia: Party Edition",2195,6,29.99,649,2
1022,6.6,"Qwirkle Cubes",2196,6,24.99,1067,2
1023,7.06,"7 Ronin",2197,5.999,29.99,624,2
1024,7.32,"Crystal Clans",2200,5.998,25.97,522,2
1025,7.17,"The Great Dinosaur Rush",2201,5.998,62.79,538,2
1026,6.36,"Car Wars",2205,5.997,19.99,2029,2
1027,6.72,"Spaceteam",2207,5.997,29.95,975,2
1028,6.87,"Arcane Academy",2208,5.997,39.99,784,2
1029,6.16,"Kill Doctor Lucky",2209,5.996,40,6001,2
1030,6.16,"Scattergories",2215,5.995,29.99,7198,2
1031,6.47,"Entdecker",2216,5.995,49,1338,2
1032,7.09,"Sunset Over Water",2218,5.995,24.99,592,2
1033,6.77,"Spirits of the Rice Paddy",2222,5.994,50,799,2
1034,7.25,"Axis & Allies: WWI 1914",2229,5.991,98.99,641,2
1035,6.75,"Eggs and Empires",2231,5.991,17.99,796,2
1036,7.15,"Jenseits von Theben",2233,5.99,49.95,532,2
1037,6.29,"Master Labyrinth",2234,5.99,31.99,2209,2
1038,6.65,"Via Appia",2235,5.99,59.99,952,2
1039,6.51,"Lost Legends",2236,5.99,59.99,1205,2
1040,6.68,"Courtier",2239,5.99,34.99,880,2
1041,6.83,"Rolling Freight",2241,5.989,70,707,2
1042,6.82,"Simurgh",2242,5.989,65,768,2
1043,6.17,"Ticket to Ride: The Card Game",2243,5.989,25,3722,2
1044,6.7,"Nevermore",2247,5.988,24.99,945,2
1045,6.84,"Apotheca",2254,5.987,40,864,2
1046,6.92,"Flick 'em Up!: Dead of Winter",2255,5.987,49.99,666,2
1047,6.34,"Catch Phrase!",2256,5.987,28,2165,2
1048,6.59,"Midgard",2257,5.987,39.95,991,2
1049,6.82,"Fight for Olympus",2258,5.986,28,764,2
1050,6.76,"The Enchanted Tower",2262,5.986,34.99,813,2
1051,7.4,"Exit: The Game – The Mysterious Museum",2263,5.985,14.95,420,2
1052,6.45,"Livingstone",2265,5.985,39.99,1371,2
1053,6.46,"Dust",2266,5.985,59.95,1381,2
1054,6.45,"Three-Dragon Ante",2268,5.985,14.99,1479,2
1055,6.61,"Milestones",2270,5.984,49.95,962,2
1056,6.43,"Dead Last",2271,5.984,24.99,1449,2
1057,7.8,"Ukraine '43",2274,5.984,55,350,2
1058,7.5,"Pixel Tactics Deluxe",2276,5.983,45,412,2
1059,6.86,"Rush & Bash",2282,5.982,34.99,721,2
1060,6.42,"Axis & Allies: D-Day",2286,5.981,39.99,1832,2
1061,6.84,"Fortress America",2289,5.98,79.95,765,2
1062,6.24,"Munchkin Cthulhu",2290,5.98,24.99,4529,2
1063,6.52,"Subdivision",2295,5.979,49.99,1120,2
1064,6.45,"Dos Rios",2296,5.979,49,1306,2
1065,6.73,"Trick of the Rails",2298,5.978,24.99,771,2
1066,7.97,"Wing Leader: Victories 1940-1942",2300,5.978,69,325,2
1067,6.55,"12 Days",2303,5.976,15.99,1077,2
1068,6.46,"Augsburg 1520",2306,5.975,39.95,1195,2
1069,6.94,"Was sticht?",2308,5.975,29.95,596,2
1070,6.86,"Kerala: The Way of the Elephant",2309,5.974,20.44,675,2
1071,6.43,"Ice Flow",2310,5.974,49.99,1343,2
1072,6.95,"Micropolis",2314,5.974,39.99,651,2
1073,6.51,"If Wishes Were Fishes!",2321,5.971,34.95,1117,2
1074,6.43,"Cthulhu Gloom",2325,5.971,24.99,1570,2
1075,6.41,"The Witcher Adventure Game",2328,5.97,59.99,1936,2
1076,6.37,"Loopin' Chewie",2329,5.97,25.99,1424,2
1077,7.22,"Travel Carcassonne",2331,5.97,29.99,467,2
1078,6.81,"Conquest of the Fallen Lands",2332,5.97,57.99,742,2
1079,6.86,"Whoowasit?",2338,5.968,39.99,660,2
1080,6.93,"New Dawn",2340,5.968,74.95,620,2
1081,7.36,"DC Comics Dice Masters: War of Light",2341,5.967,15.99,433,2
1082,7.07,"Chimera",2342,5.967,19.99,531,2
1083,7.37,"Camp Grizzly",2344,5.966,50,526,2
1084,6.28,"Toledo",2346,5.966,49,1860,2
1085,6.71,"Camel Up Cards",2356,5.963,19.99,805,2
1086,7.16,"Trapwords",2357,5.963,19.95,483,2
1087,7.34,"Star Wars: Destiny – Two-Player Game",2359,5.963,29.95,455,2
1088,7.29,"Dungeons & Dragons: Attack Wing",2360,5.963,49.99,504,2
1089,6.68,"Go Nuts for Donuts",2361,5.963,14.99,960,2
1090,6.43,"Grimoire",2364,5.962,24.99,1262,2
1091,7.17,"Qwixx Deluxe",2365,5.962,17.99,490,2
1092,6.3,"Ugg-Tect",2366,5.962,39.95,1714,2
1093,6.34,"Tantrix",2371,5.961,19.99,1698,2
1094,6.7,"Municipium",2374,5.961,44.95,756,2
1095,6.34,"Kobayakawa",2377,5.96,14.99,1507,2
1096,7.24,"Import / Export",2380,5.96,40,453,2
1097,6.38,"Rent a Hero",2381,5.959,19.99,1369,2
1098,6.89,"Sonar",2384,5.958,49.99,622,2
1099,6.83,"Pyramids",2386,5.957,19.99,637,2
1100,8.19,"D-Day at Tarawa",2388,5.957,59.15,277,2
1101,6.07,"Stratego",2390,5.957,24.99,12008,2
1102,6.8,"Dungeons & Dragons: Rock Paper Wizard",2392,5.956,19.99,738,2
1103,6.57,"Mai-Star",2393,5.955,19.99,976,2
1104,6.4,"504",2394,5.955,12.3,1338,2
1105,6.98,"Buffy the Vampire Slayer: The Board Game",2395,5.954,39.99,712,2
1106,6.68,"The River",2399,5.953,39.99,808,2
1107,6.78,"Overseers",2401,5.953,25,781,2
1108,6.38,"Star Wars: Empire vs. Rebellion",2402,5.953,12.99,1414,2
1109,6.24,"Tongiaki: Journey into the Unknown",2403,5.953,19.99,2234,2
1110,6.41,"Goldbräu",2404,5.953,37.95,1242,2
1111,7.24,"Guildhall Fantasy: Fellowship",2408,5.952,27.99,448,2
1112,7.06,"India Rails",2411,5.951,38,517,2
1113,8.03,"Fields of Despair: France 1914-1918",2413,5.951,99.99,293,2
1114,6.44,"Rolling America",2414,5.951,9.99,1148,2
1115,6.5,"Madame Ching",2415,5.95,39.99,1023,2
1116,6.27,"Battleball",2419,5.949,64.99,1996,2
1117,6.32,"Wacky Wacky West",2420,5.949,34.99,1589,2
1118,6.89,"Game of Thrones: The Iron Throne",2421,5.949,49.95,672,2
1119,6.87,"Catan Geographies: Germany",2423,5.949,55,624,2
1120,6.34,"Beowulf: The Movie Board Game",2424,5.948,34.95,1457,1
1121,6.77,"Doodle Quest",2426,5.948,27.99,660,3
1122,6.34,"Aqua Romana",2431,5.946,59.95,1509,3
1123,6.83,"Go Cuckoo!",2434,5.946,19.99,674,3
1124,7.95,"Dungeons & Dragons: Tomb of Annihilation Board Game",2435,5.946,159.99,342,3
1125,8.27,"Sherlock Holmes Consulting Detective: Carlton House & Queen's Park",2436,5.946,49.99,262,3
1126,6.53,"City Tycoon",2442,5.943,42.99,928,3
1127,7.28,"Healthy Heart Hospital",2451,5.941,49.99,435,3
1128,6.89,"Call of Cthulhu: Collectible Card Game",2453,5.94,39.95,652,3
1129,7.25,"Agility",2454,5.94,24.95,431,3
1130,6.25,"Munchkin Zombies",2460,5.939,24.99,2722,3
1131,6.38,"Nautilus",2461,5.939,49,1310,3
1132,7.09,"Legendary: Big Trouble in Little China",2463,5.939,49.99,499,3
1133,6.5,"The Dragon & Flagon",2464,5.939,59.95,1008,3
1134,6.54,"Munchkin Adventure Time",2468,5.938,24.99,1312,3
1135,6.41,"Cities",2470,5.938,29.99,1129,3
1136,6.45,"Pocket Battles: Celts vs. Romans",2471,5.938,14.99,1193,3
1137,6.77,"Kaosball: The Fantasy Sport of Total Domination",2474,5.937,99.99,674,3
1138,6.37,"Alcatraz: The Scapegoat",2477,5.936,39.99,1357,3
1139,7.15,"Wordsy",2480,5.936,19.95,454,3
1140,6.38,"Bamboleo",2481,5.935,69.99,1281,3
1141,6.55,"Rattlebones",2485,5.934,59.99,880,3
1142,6.52,"Spinderella",2486,5.934,36.99,978,3
1143,6.71,"Speculation",2493,5.933,44.99,692,3
1144,7.48,"Spirits of the Wild",2497,5.932,14.99,385,3
1145,6.18,"Exploding Kittens: NSFW Deck",2505,5.931,20,5735,3
1146,7.61,"Aventuria: Adventure Card Game",2512,5.93,49.99,388,3
1147,7.15,"A Game of Thrones: Catan – Brotherhood of the Watch",2516,5.929,79.95,503,3
1148,6.52,"Noah",2520,5.928,14.99,983,3
1149,7.28,"Nightfall: The Coldest War",2530,5.927,39.99,384,3
1150,6.77,"Empires of the Void",2532,5.927,59.99,645,3
1151,8.38,"Axis Empires: Totaler Krieg!",2535,5.926,202,232,3
1152,6.74,"Axis & Allies: Battle of the Bulge",2542,5.925,49.99,754,3
1153,6.2,"Rat-a-Tat Cat",2544,5.924,10.99,2402,3
1154,7.38,"Dust Tactics: Revised Core Set",2546,5.924,79.95,431,3
1155,7.23,"Among the Stars: Revival",2552,5.923,44.99,387,3
1156,7.23,"Tail Feathers",2554,5.923,69.99,463,3
1157,6.07,"Othello",2556,5.922,13.99,6079,3
1158,6.53,"Hnefatafl",2557,5.922,32,962,3
1159,6.58,"Magna Grecia",2559,5.922,39.99,795,3
1160,7.12,"Shadows in Kyoto",2561,5.921,24.95,449,3
1161,6.56,"Monopoly Gamer",2562,5.921,24.99,1152,3
1162,6.58,"Maharani",2563,5.921,54.99,795,3
1163,6.46,"Goblins, Inc.",2565,5.921,49.95,980,3
1164,6.49,"Star Trek Deck Building Game: The Next Generation",2566,5.921,39.99,1110,3
1165,7.03,"Bring Your Own Book",2568,5.92,14.99,497,3
1166,6.49,"Luchador! Mexican Wrestling Dice",2586,5.916,39.95,981,3
1167,6.95,"Burger Up",2592,5.915,29.95,590,3
1168,6.36,"Bison: Thunder on the Prairie",2597,5.915,19.99,1222,3
1169,6.77,"First Orchard",2602,5.914,27.54,618,3
1170,6.27,"Risk: Godstorm",2605,5.914,49.99,2293,3
1171,7.12,"Survive: Space Attack!",2606,5.914,49.99,430,3
1172,6.65,"Mutant Meeples",2609,5.913,59.99,722,3
1173,6.86,"Raxxon",2612,5.913,39.95,554,3
1174,6.57,"Bomb Squad",2617,5.912,39.99,745,3
1175,7.25,"Quartermaster General: Victory or Death – The Peloponnesian War",2620,5.911,59.99,386,3
1176,6.9,"Indulgence",2621,5.91,19.95,508,3
1177,6.65,"Mythos",2622,5.91,8.95,769,3
1178,6.48,"Magical Athlete",2624,5.909,24.99,957,3
1179,8.04,"Battle Above the Clouds",2628,5.908,83,243,3
1180,6.79,"Laser Chess",2629,5.908,44.99,634,3
1181,6.83,"Shadows: Amsterdam",2631,5.908,29.99,610,3
1182,6.94,"Starfighter",2633,5.907,29.99,511,3
1183,6.53,"Article 27: The UN Security Council Game",2634,5.907,49.99,817,3
1184,6.2,"Struggle for Catan",2635,5.907,13,2043,3
1185,6.18,"Illuminati",2639,5.906,34.95,2502,3
1186,6.31,"Cadwallon: City of Thieves",2640,5.906,59.95,1548,3
1187,6.13,"Tally Ho!",2642,5.905,19.95,2457,3
1188,6.09,"Family Business",2643,5.905,14.99,3734,3
1189,6.47,"Cartagena 2. The Pirate's Nest",2667,5.901,29.95,872,3
1190,6.52,"Munchkin Apocalypse",2670,5.901,24.95,1119,3
1191,6.61,"Rory's Story Cubes: Voyages",2671,5.901,9.99,751,3
1192,6.41,"Batavia",2673,5.901,49.9,1073,3
1193,6.73,"Meeple War",2680,5.899,39.99,630,3
1194,6.62,"Aeroplanes: Aviation Ascendant",2681,5.899,49.99,700,3
1195,6.2,"Pirate Fluxx",2693,5.897,16,2214,3
1196,6.57,"Clubs",2694,5.897,13.99,752,3
1197,6.57,"Traditional Card Games",2696,5.896,9.99,766,3
1198,6.88,"Hegemonic",2699,5.895,79.99,524,3
1199,6.26,"Bugs in the Kitchen",2705,5.893,29.99,1398,3
1200,6.65,"PIX",2719,5.89,34.99,645,3
1201,6.28,"Munchkin Booty",2724,5.89,24.95,1822,3
1202,6.12,"Star Munchkin",2729,5.889,24.99,4276,3
1203,6.56,"Stellar Conflict",2730,5.888,14.99,701,3
1204,6.54,"13 Minutes: The Cuban Missile Crisis",2731,5.888,10,737,3
1205,6.32,"The Stars Are Right",2734,5.888,27.99,1271,3
1206,7.24,"A Tale of Pirates",2741,5.887,50.07,381,3
1207,6.39,"Mint Delivery",2747,5.885,13.97,1063,3
1208,6.5,"Axis & Allies Miniatures",2750,5.885,16.99,1070,3
1209,6.57,"10 Minute Heist: The Wizard's Tower",2752,5.885,20,728,3
1210,6.93,"AT-43 Initiation Set: Operation Damocles",2755,5.885,80,535,3
1211,7.43,"ICECOOL2",2756,5.884,29.99,319,3
1212,6.89,"Risk: Game of Thrones",2758,5.884,74.99,796,3
1213,7.07,"Escape from 100 Million B.C.",2759,5.884,59.99,437,3
1214,6.89,"Hail Hydra",2766,5.883,29.99,532,3
1215,7.15,"Empires of the Middle Ages",2767,5.883,100,405,3
1216,6.34,"Lascaux",2768,5.882,30,1019,3
1217,7.1,"Ticket to Ride: First Journey (Europe)",2772,5.881,34.99,414,3
1218,6.31,"Dungeoneer: Vault of the Fiends",2774,5.881,19.95,1195,3
1219,6.31,"Times Square",2777,5.881,24.99,1123,3
1220,6.6,"Sultaniya",2781,5.88,49.99,671,3
1221,6.88,"Lunar Rails",2783,5.879,38,501,3
1222,6.5,"Penny Arcade: The Game – Gamers vs. Evil",2784,5.879,44.99,865,3
1223,6.07,"Monty Python Fluxx",2789,5.878,19.99,4369,3
1224,6.42,"Road Kill Rally",2790,5.878,59.99,906,3
1225,6.86,"Super Fantasy: Ugly Snouts Assault",2792,5.878,59.9,510,3
1226,6.62,"Smarty Party!",2796,5.877,24.99,637,3
1227,6.95,"Fleet Wharfside",2803,5.877,17.99,435,3
1228,6.4,"Temporum",2806,5.876,49.99,923,3
1229,7.05,"Vs System 2PCG: The Marvel Battles",2808,5.876,49.99,475,3
1230,6.58,"Sumeria",2810,5.876,45,690,3
1231,6.24,"Alchemist",2812,5.875,35,1300,3
1232,6.92,"Australian Rails",2813,5.875,38,486,3
1233,6.24,"Unspeakable Words",2817,5.875,19.99,1360,3
1234,6.51,"Zombie State: Diplomacy of the Dead",2818,5.875,49.99,757,3
1235,6.11,"Dungeoneer: Tomb of the Lich Lord",2824,5.874,19.95,2411,3
1236,6.2,"Caribbean",2827,5.874,27.99,1448,3
1237,6.26,"Igloo Pop",2828,5.874,32.95,1173,3
1238,6.45,"Unstable Unicorns",2831,5.872,20,1535,3
1239,6.36,"10' to Kill",2834,5.872,25,991,3
1240,7.39,"Escape Room In A Box: The Werewolf Experiment",2836,5.871,29.99,310,3
1241,6.65,"Mhing",2845,5.869,18.99,632,3
1242,6.44,"Alhambra: The Card Game",2846,5.869,29.95,839,3
1243,7.23,"Martian Rails",2850,5.869,42,349,3
1244,7.03,"Attack on Titan: Deck-Building Game",2856,5.867,40,460,3
1245,7.21,"The Red Dragon Inn: Battle for Greyport",2859,5.867,44.95,407,3
1246,6.58,"Drakon (fourth edition)",2867,5.865,34.95,717,3
1247,6.41,"Pecking Order",2869,5.865,28,850,3
1248,6.52,"Versailles",2874,5.864,54.99,695,3
1249,6.65,"B-Sieged: Sons of the Abyss",2876,5.864,99.99,786,3
1250,6.5,"Last Friday",2880,5.863,43.72,863,3
1251,6.71,"Outside the Scope of BGG",2883,5.862,24.99,538,3
1252,6.18,"Candamir: The First Settlers",2886,5.862,49,1719,3
1253,6.74,"Tarot",2892,5.861,14.99,589,3
1254,6.8,"But Wait, There's More!",2899,5.859,24.99,479,3
1255,6.4,"Antidote",2905,5.859,18,934,3
1256,6.03,"Cards Against Humanity",2907,5.858,25,19299,3
1257,7.37,"GoodCritters",2908,5.858,24.99,309,3
1258,6.12,"Cthulhu Fluxx",2909,5.858,16,2509,3
1259,6.49,"Feudality",2912,5.857,59.99,708,3
1260,6.18,"Rage",2914,5.857,17,1524,3
1261,6.81,"Locomotive Werks",2916,5.857,49.99,468,3
1262,6.19,"One Night Revolution",2923,5.856,24.99,1395,3
1263,6.12,"WarCraft: The Board Game",2925,5.856,49.95,2429,3
1264,6.58,"Der schwarze Pirat",2926,5.855,35,623,3
1265,6.93,"Dark Gothic",2932,5.854,39.95,443,3
1266,6.1,"Roll For It!",2933,5.853,14.99,2146,3
1267,6.89,"Quarriors! Light vs. Dark",2934,5.853,34.99,437,3
1268,6.27,"Cardcassonne",2937,5.852,29.99,1085,3
1269,6.76,"In the Name of Odin",2941,5.852,49.99,519,3
1270,6.33,"Abandon Ship",2942,5.851,34.99,935,3
1271,7.05,"Magic: The Gathering – Arena of the Planeswalkers: Shadows over Innistrad",2945,5.851,29.99,421,3
1272,7.08,"Fool's Gold",2946,5.851,49.99,363,3
1273,6.59,"Arena: For the Gods!",2947,5.851,39.99,605,3
1274,6.66,"Masters of Venice",2948,5.851,34.99,547,3
1275,7.24,"Wings of War: WW2 Deluxe set",2949,5.851,69.95,337,3
1276,6.52,"Electronic Catch Phrase",2953,5.85,21.99,671,3
1277,7.11,"Elfenroads",2954,5.85,69.99,357,3
1278,6.46,"Legendary Inventors",2962,5.849,39.99,787,3
1279,7.32,"Ninety-Nine",2963,5.849,9.99,294,3
1280,6.88,"Resident Evil Deck Building Game: Alliance",2964,5.849,29.99,539,3
1281,6.59,"Salmon Run",2965,5.849,39.99,597,3
1282,6.36,"Marrying Mr. Darcy",2967,5.848,29.99,1011,3
1283,6.73,"Haleakala",2970,5.848,34.99,509,3
1284,6.28,"Hotel Samoa",2973,5.848,39.99,1017,3
1285,6.18,"La Strada",2974,5.847,36,1293,3
1286,6.7,"Star Trek Deck Building Game: The Original Series",2976,5.847,34.99,537,3
1287,6.3,"Pizza Box Football",2979,5.847,24.95,967,3
1288,6.16,"World of Warcraft: The Adventure Game",2982,5.847,39.95,1823,3
1289,6.61,"Okey Dokey",2985,5.846,14.95,575,3
